nom_emplacement_trouve;CAT_JOUR;TRNC_HORR_60;heure;latitude;longitude;Pourcentage_validations;ligne;mode;exploitant;terval;idf;principale;nb_lignes;lignes_detail
ÉPÔNE-MÉZIÈRES;JOVS;6H-7H;6;48.96334411275809;1.8090945087737835;12.08;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAHV;16H-17H;16;48.96334411275809;1.8090945087737835;6.8;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAHV;18H-19H;18;48.96334411275809;1.8090945087737835;4.44;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAHV;20H-21H;20;48.96334411275809;1.8090945087737835;2.65;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAHV;23H-0H;23;48.96334411275809;1.8090945087737835;0.27;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAHV;7H-8H;7;48.96334411275809;1.8090945087737835;5.26;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAHV;9H-10H;9;48.96334411275809;1.8090945087737835;6.95;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAVS;12H-13H;12;48.96334411275809;1.8090945087737835;8.29;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAVS;14H-15H;14;48.96334411275809;1.8090945087737835;7.4;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAVS;5H-6H;5;48.96334411275809;1.8090945087737835;2.06;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉPÔNE-MÉZIÈRES;SAVS;9H-10H;9;48.96334411275809;1.8090945087737835;7.4;TRAIN J / TRAIN N;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN N
ÉRAGNY-NEUVILLE;DIJFP;23H-0H;23;49.01768620964943;2.090181620991014;0.41;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;DIJFP;6H-7H;6;49.01768620964943;2.090181620991014;2.65;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;DIJFP;8H-9H;8;49.01768620964943;2.090181620991014;6.92;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;JOHV;8H-9H;8;49.01768620964943;2.090181620991014;19.77;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;JOVS;10H-11H;10;49.01768620964943;2.090181620991014;5.19;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;JOVS;12H-13H;12;49.01768620964943;2.090181620991014;4.5;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;JOVS;19H-20H;19;49.01768620964943;2.090181620991014;1.84;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;JOVS;4H-5H;4;49.01768620964943;2.090181620991014;0.15;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;JOVS;6H-7H;6;49.01768620964943;2.090181620991014;7.89;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAHV;12H-13H;12;49.01768620964943;2.090181620991014;7.98;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAHV;20H-21H;20;49.01768620964943;2.090181620991014;2.05;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAHV;21H-22H;21;49.01768620964943;2.090181620991014;1.83;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAHV;23H-0H;23;49.01768620964943;2.090181620991014;0.56;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAHV;8H-9H;8;49.01768620964943;2.090181620991014;8.05;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAVS;14H-15H;14;49.01768620964943;2.090181620991014;7.28;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAVS;20H-21H;20;49.01768620964943;2.090181620991014;2.14;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAVS;23H-0H;23;49.01768620964943;2.090181620991014;0.38;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAVS;2H-3H;2;49.01768620964943;2.090181620991014;0.05;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ÉRAGNY-NEUVILLE;SAVS;7H-8H;7;49.01768620964943;2.090181620991014;4.14;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ASNIÈRES-SUR-SEINE;DIJFP;10H-11H;10;48.90581841159568;2.2830210860995246;8.15;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;DIJFP;15H-16H;15;48.90581841159568;2.2830210860995246;10.45;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;DIJFP;17H-18H;17;48.90581841159568;2.2830210860995246;7.23;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;DIJFP;21H-22H;21;48.90581841159568;2.2830210860995246;1.26;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;DIJFP;5H-6H;5;48.90581841159568;2.2830210860995246;0.43;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;DIJFP;7H-8H;7;48.90581841159568;2.2830210860995246;2.03;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;JOHV;19H-20H;19;48.90581841159568;2.2830210860995246;5.3;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;JOHV;8H-9H;8;48.90581841159568;2.2830210860995246;21.34;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;JOVS;11H-12H;11;48.90581841159568;2.2830210860995246;5.08;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;JOVS;16H-17H;16;48.90581841159568;2.2830210860995246;5.61;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;JOVS;5H-6H;5;48.90581841159568;2.2830210860995246;0.76;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAHV;10H-11H;10;48.90581841159568;2.2830210860995246;7.18;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAHV;13H-14H;13;48.90581841159568;2.2830210860995246;7.75;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAHV;21H-22H;21;48.90581841159568;2.2830210860995246;1.49;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAHV;23H-0H;23;48.90581841159568;2.2830210860995246;1.26;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAHV;6H-7H;6;48.90581841159568;2.2830210860995246;1.09;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAHV;7H-8H;7;48.90581841159568;2.2830210860995246;2.68;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAHV;8H-9H;8;48.90581841159568;2.2830210860995246;3.97;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAVS;14H-15H;14;48.90581841159568;2.2830210860995246;9.51;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
ASNIÈRES-SUR-SEINE;SAVS;4H-5H;4;48.90581841159568;2.2830210860995246;0.05;TRAIN J / TRAIN L;TRAIN;SNCF;0;1;0;2;TRAIN J / TRAIN L
GARCHES-MARNES-LA-COQUETTE;DIJFP;13H-14H;13;48.83828254600232;2.1871107110950185;8.4;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;DIJFP;19H-20H;19;48.83828254600232;2.1871107110950185;4.79;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;DIJFP;21H-22H;21;48.83828254600232;2.1871107110950185;1.41;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;DIJFP;22H-23H;22;48.83828254600232;2.1871107110950185;0.84;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;DIJFP;4H-5H;4;48.83828254600232;2.1871107110950185;0.07;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;JOHV;14H-15H;14;48.83828254600232;2.1871107110950185;3.97;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;JOHV;1H-2H;1;48.83828254600232;2.1871107110950185;0.02;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;JOHV;20H-21H;20;48.83828254600232;2.1871107110950185;1.71;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;JOHV;6H-7H;6;48.83828254600232;2.1871107110950185;2.37;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;JOVS;19H-20H;19;48.83828254600232;2.1871107110950185;3.7;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;JOVS;21H-22H;21;48.83828254600232;2.1871107110950185;0.82;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAHV;11H-12H;11;48.83828254600232;2.1871107110950185;7.99;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAHV;17H-18H;17;48.83828254600232;2.1871107110950185;8.38;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAHV;19H-20H;19;48.83828254600232;2.1871107110950185;6.34;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAHV;21H-22H;21;48.83828254600232;2.1871107110950185;1.36;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAHV;6H-7H;6;48.83828254600232;2.1871107110950185;1.32;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAVS;11H-12H;11;48.83828254600232;2.1871107110950185;9.24;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAVS;13H-14H;13;48.83828254600232;2.1871107110950185;8.56;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAVS;20H-21H;20;48.83828254600232;2.1871107110950185;3.43;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAVS;21H-22H;21;48.83828254600232;2.1871107110950185;1.67;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARCHES-MARNES-LA-COQUETTE;SAVS;23H-0H;23;48.83828254600232;2.1871107110950185;0.74;TRAIN L;TRAIN;SNCF;0;1;0;1;TRAIN L
GARGENVILLE;DIJFP;10H-11H;10;48.982979763205634;1.8089078287123903;8.51;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;DIJFP;11H-12H;11;48.982979763205634;1.8089078287123903;8.58;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;DIJFP;20H-21H;20;48.982979763205634;1.8089078287123903;1.44;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;DIJFP;4H-5H;4;48.982979763205634;1.8089078287123903;0.15;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;DIJFP;6H-7H;6;48.982979763205634;1.8089078287123903;5.17;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;JOHV;12H-13H;12;48.982979763205634;1.8089078287123903;3.78;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;JOHV;22H-23H;22;48.982979763205634;1.8089078287123903;0.03;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;JOHV;5H-6H;5;48.982979763205634;1.8089078287123903;3.63;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;JOVS;10H-11H;10;48.982979763205634;1.8089078287123903;5.55;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;JOVS;15H-16H;15;48.982979763205634;1.8089078287123903;4.8;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;JOVS;19H-20H;19;48.982979763205634;1.8089078287123903;1.91;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;JOVS;22H-23H;22;48.982979763205634;1.8089078287123903;0.06;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAHV;13H-14H;13;48.982979763205634;1.8089078287123903;9.64;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAHV;22H-23H;22;48.982979763205634;1.8089078287123903;0.07;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAHV;23H-0H;23;48.982979763205634;1.8089078287123903;0.13;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAHV;5H-6H;5;48.982979763205634;1.8089078287123903;2.02;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAHV;7H-8H;7;48.982979763205634;1.8089078287123903;6.6;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAVS;14H-15H;14;48.982979763205634;1.8089078287123903;8.78;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAVS;18H-19H;18;48.982979763205634;1.8089078287123903;4.61;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAVS;22H-23H;22;48.982979763205634;1.8089078287123903;0.07;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAVS;6H-7H;6;48.982979763205634;1.8089078287123903;6.18;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
GARGENVILLE;SAVS;9H-10H;9;48.982979763205634;1.8089078287123903;7.29;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;DIJFP;11H-12H;11;48.97214167690783;1.8483488082825013;7.73;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;DIJFP;18H-19H;18;48.97214167690783;1.8483488082825013;6.33;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;DIJFP;1H-2H;1;48.97214167690783;1.8483488082825013;0.06;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;DIJFP;22H-23H;22;48.97214167690783;1.8483488082825013;1.19;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;DIJFP;23H-0H;23;48.97214167690783;1.8483488082825013;0.54;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;DIJFP;6H-7H;6;48.97214167690783;1.8483488082825013;1.71;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOHV;16H-17H;16;48.97214167690783;1.8483488082825013;7.86;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOHV;19H-20H;19;48.97214167690783;1.8483488082825013;2.75;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOHV;21H-22H;21;48.97214167690783;1.8483488082825013;0.58;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOVS;0H-1H;0;48.97214167690783;1.8483488082825013;0.0;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOVS;12H-13H;12;48.97214167690783;1.8483488082825013;5.07;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOVS;14H-15H;14;48.97214167690783;1.8483488082825013;4.56;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOVS;19H-20H;19;48.97214167690783;1.8483488082825013;3.23;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOVS;23H-0H;23;48.97214167690783;1.8483488082825013;0.1;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOVS;6H-7H;6;48.97214167690783;1.8483488082825013;7.89;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;JOVS;9H-10H;9;48.97214167690783;1.8483488082825013;4.96;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAHV;0H-1H;0;48.97214167690783;1.8483488082825013;0.07;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAHV;20H-21H;20;48.97214167690783;1.8483488082825013;4.13;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAHV;6H-7H;6;48.97214167690783;1.8483488082825013;2.9;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAHV;8H-9H;8;48.97214167690783;1.8483488082825013;6.39;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAHV;9H-10H;9;48.97214167690783;1.8483488082825013;7.46;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;0H-1H;0;48.97214167690783;1.8483488082825013;0.11;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;10H-11H;10;48.97214167690783;1.8483488082825013;7.9;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;13H-14H;13;48.97214167690783;1.8483488082825013;6.97;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;19H-20H;19;48.97214167690783;1.8483488082825013;5.25;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;20H-21H;20;48.97214167690783;1.8483488082825013;3.35;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;23H-0H;23;48.97214167690783;1.8483488082825013;0.32;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;6H-7H;6;48.97214167690783;1.8483488082825013;3.08;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
AUBERGENVILLE-ÉLISABETHVILLE;SAVS;8H-9H;8;48.97214167690783;1.8483488082825013;6.32;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;11H-12H;11;48.99028999637594;2.161906605592158;8.79;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;12H-13H;12;48.99028999637594;2.161906605592158;7.84;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;13H-14H;13;48.99028999637594;2.161906605592158;8.09;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;14H-15H;14;48.99028999637594;2.161906605592158;8.49;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;15H-16H;15;48.99028999637594;2.161906605592158;7.93;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;16H-17H;16;48.99028999637594;2.161906605592158;7.36;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;17H-18H;17;48.99028999637594;2.161906605592158;7.76;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;18H-19H;18;48.99028999637594;2.161906605592158;6.46;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;5H-6H;5;48.99028999637594;2.161906605592158;1.35;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;DIJFP;9H-10H;9;48.99028999637594;2.161906605592158;7.24;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOHV;0H-1H;0;48.99028999637594;2.161906605592158;0.06;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOHV;11H-12H;11;48.99028999637594;2.161906605592158;3.82;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOHV;19H-20H;19;48.99028999637594;2.161906605592158;1.98;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOHV;20H-21H;20;48.99028999637594;2.161906605592158;1.0;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOHV;22H-23H;22;48.99028999637594;2.161906605592158;0.42;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOVS;16H-17H;16;48.99028999637594;2.161906605592158;4.63;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOVS;21H-22H;21;48.99028999637594;2.161906605592158;0.66;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOVS;4H-5H;4;48.99028999637594;2.161906605592158;0.54;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;JOVS;6H-7H;6;48.99028999637594;2.161906605592158;5.76;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;SAHV;10H-11H;10;48.99028999637594;2.161906605592158;7.28;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;SAHV;22H-23H;22;48.99028999637594;2.161906605592158;0.93;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;SAHV;4H-5H;4;48.99028999637594;2.161906605592158;0.01;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;SAHV;7H-8H;7;48.99028999637594;2.161906605592158;5.31;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
HERBLAY;SAVS;21H-22H;21;48.99028999637594;2.161906605592158;1.29;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;DIJFP;16H-17H;16;48.97929224854445;1.7839734077298488;8.22;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;DIJFP;17H-18H;17;48.97929224854445;1.7839734077298488;8.18;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;DIJFP;6H-7H;6;48.97929224854445;1.7839734077298488;4.84;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;JOHV;12H-13H;12;48.97929224854445;1.7839734077298488;5.11;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;JOHV;15H-16H;15;48.97929224854445;1.7839734077298488;9.42;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;JOHV;18H-19H;18;48.97929224854445;1.7839734077298488;1.73;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;JOHV;21H-22H;21;48.97929224854445;1.7839734077298488;0.3;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;JOVS;18H-19H;18;48.97929224854445;1.7839734077298488;3.04;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;JOVS;5H-6H;5;48.97929224854445;1.7839734077298488;4.82;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;JOVS;9H-10H;9;48.97929224854445;1.7839734077298488;6.98;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;SAHV;12H-13H;12;48.97929224854445;1.7839734077298488;7.86;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;SAHV;14H-15H;14;48.97929224854445;1.7839734077298488;7.45;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;SAHV;19H-20H;19;48.97929224854445;1.7839734077298488;2.52;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;SAHV;5H-6H;5;48.97929224854445;1.7839734077298488;1.87;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
ISSOU-PORCHEVILLE;SAHV;9H-10H;9;48.97929224854445;1.7839734077298488;7.9;TRAIN J;TRAIN;SNCF;0;1;0;1;TRAIN J
